id,covidence_id,pathogen,access_param_id,parameter_data_id,article_id,name_data_entry,parameter_type,parameter_from_figure,parameter_value,exponent,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical_approach,parameter_uncertainty_single_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_paired,parameter_2_value,exponent_2,parameter_2_lower_bound,parameter_2_upper_bound,inverse_param_2,parameter_2_unit,method_2_from_supplement,parameter_2_statistical_approach,parameter_2_uncertainty_single_value,parameter_2_uncertainty_type,parameter_2_uncertainty_lower_value,parameter_2_uncertainty_upper_value,genome_site,genomic_sequence_available,method_r,r_pathway,other_delay_start,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,case_definition,seroprevalence_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_only,method_disaggregated_by,population_sex,population_sample_size,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,parameter_context_location_type,method_moment_value,urban_rural_area,data_available,parameter_notes,riskfactor_outcome,distribution_type,distribution_par1_type,distribution_par1_value,distribution_par2_type,distribution_par2_value,distribution_par2_uncertainty,parameter_2_value_type,parameter_2_sample_paired_lower,parameter_2_sample_paired_upper,distribution_2_type,distribution_2_par1_type,distribution_2_par1_value,distribution_2_par2_type,distribution_2_par2_value,distribution_2_par2_uncertainty,distribution_par1_uncertainty,parameter_2_uncertainty_single_type,distribution_2_par1_uncertainty,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,paramater_value_type,parameter_class,parameter_bounds,uncertainty_bounds,parameter_2_bounds,uncertainty_2_bounds,parameter_2_sample_bounds,comb_par1_uncertainty_type,comb_par1_uncertainty,comb_par2_uncertainty_type,comb_par2_uncertainty
4d94cf9e68fa06fedadb66835a2e6e9f,1150,Nipah virus,109_017,478a7919ee05506dedeabcb4dea574ff,109,Rob Johnson,Severity - case fatality rate (CFR),FALSE,87.5,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,16,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,16,Unspecified,Unspecified,NA,NA,Bangladesh,Faridpur; Rajbari;Gopalganj;Madaripur,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
4d94cf9e68fa06fedadb66835a2e6e9f,1150,Nipah virus,109_018,090228c010568bce5516b3f5ced10bfe,109,Rob Johnson,Severity - case fatality rate (CFR),FALSE,91,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,44,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,44,Unspecified,Unspecified,NA,NA,Bangladesh,Lalmohirhat; Dinajpur; Comilla; Nilphamari; Rangpur,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
4d94cf9e68fa06fedadb66835a2e6e9f,1150,Nipah virus,109_019,7206e2b2c5b79aa8679ed0abbe632e12,109,Rob Johnson,Severity - case fatality rate (CFR),FALSE,83,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,12,Unspecified,Unspecified,NA,NA,Bangladesh,Joypurhat; Rajshahi; Natore; Rajbari; Gopalganj,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
4d94cf9e68fa06fedadb66835a2e6e9f,1150,Nipah virus,109_020,3d764af4a344dea3e35cee1a434f2559,109,Rob Johnson,Severity - case fatality rate (CFR),FALSE,83,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Unspecified,12,Unspecified,Unspecified,NA,NA,Bangladesh,Gaibandha; Natore; Rajshahi; Naogaon; Rajbari; Pabna; Jhenaidah; Mymensingh,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
4d94cf9e68fa06fedadb66835a2e6e9f,1150,Nipah virus,109_021,ed0587c5e8875965d03c74721eee641d,109,Rob Johnson,Severity - case fatality rate (CFR),FALSE,75.7,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,292,Unspecified,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Region; Time,Unspecified,292,Unspecified,Unspecified,NA,NA,Bangladesh; India,Siliguri ; Meherpur ; Naogaon ; Rajbari;  Faridpur ;Tangail ; Thakurgaon ; Kushtia; Pabna; Natore ; Naogaon ; Nadia ; Manikgonj ;  Rajbari; Faridpur ; Gaibandha; Rangpur; Nilphamari ; Rajbari ; Faridpur; Rajbari;Gopalganj;Madaripur ; Lalmohirhat; Dinajpur; Comilla; Nilphamari; Rangpur ; Joypurhat; Rajshahi; Natore; Rajbari; Gopalganj ; Gaibandha; Natore; Rajshahi; Naogaon; Rajbari; Pabna; Jhenaidah; Mymensingh  ;,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
a84da3cca0aa2d8ed9c93cc246e3351a,1171,Nipah virus,100_001,807c9790fbc5afa99027d5ff876d9f5f,100,Rob Johnson,Mutations - evolutionary rate,FALSE,6.5,-4,NA,NA,FALSE,Substitutions/site/year,Mean,FALSE,Estimated model parameter,NA,NA,HPDI 95%,2.3,11.8,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nucleocapsid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,Unspecified,29,Mixed settings,Mixed groups,NA,NA,Bangladesh; Cambodia; India; Malaysia; Thailand,NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,2010,NA,Mutations,NA,2.3 - 11.8,NA,NA,NA,HPDI 95%,2.3 - 11.8,NA,NA
8001edbb44213ed36189908526d67fc2,2709,Nipah virus,179_001,f40487c6475957ec10befbcefef27ca0,179,Richard Sheppard,Severity - case fatality rate (CFR),FALSE,71,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,322,Naive,Probable,Naive,NA,NA,NA,NA,FALSE,NA,NA,Both,322,Hospital based,Persons with symptoms,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Not available,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,NA,2021,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
6ec7ae6e6abeb1d0c1811e5670dd8a4d,2752,Nipah virus,180_001,d4d4f9ba7b4253ac11ee1aad98b0e4a2,180,Richard Sheppard,Mutations - substitution rate,FALSE,2.18,-4,1.45,2.26,FALSE,Substitutions/site/year,Unspecified,FALSE,Estimated model parameter,NA,NA,HPDI 95%,1.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Whole genome,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Method; Other,Unspecified,63,Unspecified,Unspecified,NA,NA,Bangladesh; India; Malaysia,NA,NA,Unspecified,Unspecified,Yes - on another platform,"This paper constructs a phylogenetic tree using Hendra and Nipah virus data, but the substitution rates described are stated to be for Nipah virus clades. Countries are not explicit, although they label genomes with the three countries listed, although there may be others.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,2018,NA,Mutations,1.45 - 2.26,1.6 - 2.8,NA,NA,NA,HPDI 95%,1.6 - 2.8,NA,NA
cca573b8cb678d5561fffdb581c7280a,2760,Nipah virus,130_001,b8a30fe0c80317144303059d75e881c9,130,Richard Sheppard,Mutations - substitution rate,FALSE,11,-4,11,143,FALSE,Substitutions/site/year,Mean,FALSE,Estimated model parameter,NA,NA,HPDI 95%,7.37,15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nucleocapsid,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Other,Unspecified,113,Unspecified,Unspecified,NA,NA,Bangladesh; Cambodia; India; Malaysia; Thailand,NA,NA,Unspecified,Unspecified,Yes - on another platform,"The results are disaggregated by genotype, not by country/region explicitly, so I will not extract these individually.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,2018,NA,Mutations,11 - 143,7.37 - 15,NA,NA,NA,HPDI 95%,7.37 - 15,NA,NA
e85a16545974c8a3e273836332c08d35,2803,Nipah virus,135_001,e1658e2ed50bc4404212b2df41192270,135,Richard Sheppard,Mutations - evolutionary rate,FALSE,4.64,-4,NA,NA,FALSE,Substitutions/site/year,Mean,FALSE,Estimated model parameter,NA,NA,HPDI 95%,3.43,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nucleocapsid,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Both,61,Unspecified,Unspecified,NA,NA,Bangladesh; Cambodia; India; Malaysia; Thailand,NA,NA,Unspecified,Unspecified,Yes - on another platform,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,NA,NA,2018,NA,Mutations,NA,3.43 - 6.04,NA,NA,NA,HPDI 95%,3.43 - 6.04,NA,NA
407109776e512ef27d1be9e2fb3684f7,2825,Nipah virus,131_001,ab8fa9914f78e8c400d20649003cdcea,131,Richard Sheppard,Severity - case fatality rate (CFR),FALSE,85,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,94,Naive,Unspecified,Naive,NA,NA,NA,NA,FALSE,NA,NA,Both,94,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2010,NA,04,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
407109776e512ef27d1be9e2fb3684f7,2825,Nipah virus,131_002,fc121a9f3ec2a259a5e098a331f9b8d8,131,Richard Sheppard,Human delay - other human delay (go to section),FALSE,3,0,NA,NA,FALSE,Days,Median,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,2,5,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,Start of febrile illness,End of febrile illness (recovery or progression),NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Both,94,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,IQR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2010,NA,04,2014,NA,Human delay,NA,NA,2 - 5,NA,NA,NA,NA,NA,NA
407109776e512ef27d1be9e2fb3684f7,2825,Nipah virus,131_003,8636897cdb8ee98295a963cc8d789f4f,131,Richard Sheppard,Human delay - other human delay (go to section),FALSE,2,0,NA,NA,FALSE,Days,Median,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,Yes,NA,0,1,4,FALSE,Days,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,Start of severe illness,End of severe illness (recovery or death),NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Both,85,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,IQR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2010,NA,04,2014,NA,Human delay,NA,NA,1 - 4,NA,NA,NA,NA,NA,NA
407109776e512ef27d1be9e2fb3684f7,2825,Nipah virus,131_004,98e72591fe5c12b7c933882e9724be87,131,Richard Sheppard,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hospitalisation,Sex,Other",NA,Significant,Adjusted,NA,NA,NA,Both,NA,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2010,NA,04,2014,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
407109776e512ef27d1be9e2fb3684f7,2825,Nipah virus,131_005,ae314a2623dae67a17941860774ffea5,131,Richard Sheppard,Risk factors,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Age,Hospitalisation,Sex,Other",NA,NA,NA,NA,NA,NA,Both,NA,Hospital based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2010,NA,04,2014,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
11eebaa28aa61882c661a144053ce87c,2844,Nipah virus,134_001,10ecf8795974693f39f399c34cae2bd3,134,Rhys Earl,Seroprevalence - Unspecified,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,164,Naive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Mixed settings,Mixed groups,NA,NA,Cambodia,Kandal,province,NA,NA,Yes - with a DOI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,2016,NA,09,2016,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
11eebaa28aa61882c661a144053ce87c,2844,Nipah virus,134_002,78f655985a157d56e495a88309878d53,134,Rhys Earl,Seroprevalence - Unspecified,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,254,Naive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,Mixed settings,Mixed groups,NA,NA,Cambodia,Battambang,province,NA,NA,Yes - with a DOI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05,2016,NA,09,2016,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
4ff855b12235f5b62a78830b8aca7a5e,2848,Nipah virus,136_001,d7731e6ee3c87f94879bb300aa7a1ae6,136,Rhys Earl,Seroprevalence - IgM,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49,Naive,Epidemiologically linked (contact tracing),NA,NA,NA,NA,NA,NA,NA,NA,Both,NA,Contact based,Persons under investigation,NA,NA,India,Ernakulam,NA,Post outbreak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2019,NA,09,2019,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
4ff855b12235f5b62a78830b8aca7a5e,2848,Nipah virus,136_002,200534a719d86a91cc06cf80ce2adef9,136,Rhys Earl,Seroprevalence - IgG,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49,Naive,Epidemiologically linked (contact tracing),NA,NA,NA,NA,NA,NA,NA,NA,Both,NA,Contact based,Persons under investigation,NA,NA,India,Ernakulam,NA,Post outbreak,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09,2019,NA,09,2019,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
2a175a771095a15e6aa4cb501224263e,2850,Nipah virus,137_001,4ab2dc53072b108c31bd8f0144a517c2,137,Rhys Earl,Risk factors,TRUE,NA,0,NA,NA,FALSE,NA,Unspecified,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,NA,Unspecified,Adjusted,NA,NA,NA,Both,NA,Population based,General population,NA,NA,Thailand,NA,NA,NA,NA,Unspecified,"Other risk factor name: P. lylei presence, spillover via livestock, spillover via foodborne sources like fruit orchards, and human population density. (Risk factor based on spillover risk maps)",Spillover risk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Risk factors,NA,NA,NA,NA,NA,NA,NA,NA,NA
c10b08c437a9280f1a40f091b9d3c9c4,2886,Nipah virus,139_001,f184ed5f8442d4a1aaaade7f4a95bb50,139,Rhys Earl,Seroprevalence - IgM,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,18,Naive,Confirmed,NA,NA,NA,NA,NA,TRUE,FALSE,Age; Level of exposure; Sex; Symptoms; Time; Other,Both,NA,Contact based,Mixed groups,17,100,India,Kerala,state,Post outbreak,Unspecified,Yes - as an attachment,"other  - patient outcome, type of contact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,05,2018,29,05,2018,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
c10b08c437a9280f1a40f091b9d3c9c4,2886,Nipah virus,139_002,1e44a60b8768d7c2df32b40cddd4fc4c,139,Rhys Earl,Seroprevalence - IgG,FALSE,NA,0,NA,NA,FALSE,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18,Naive,Lab confirmed,NA,NA,NA,NA,NA,TRUE,FALSE,Age; Level of exposure; Sex; Symptoms; Time; Other,Both,NA,Contact based,Mixed groups,17,100,India,Kerala,state,Post outbreak,Unspecified,Yes - as an attachment,"other  - patient outcome, type of contact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,05,2018,29,05,2018,NA,Seroprevalence,NA,NA,NA,NA,NA,NA,NA,NA,NA
c10b08c437a9280f1a40f091b9d3c9c4,2886,Nipah virus,139_003,9315bd82323cc858ee953d37b5ba56f0,139,Rhys Earl,Severity - case fatality rate (CFR),FALSE,91,0,NA,NA,FALSE,Percentage (%),Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,23,Naive,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,NA,Contact based,Mixed groups,17,100,India,Kerala,state,Post outbreak,Unspecified,Yes - as an attachment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,05,2018,29,05,2018,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
c10b08c437a9280f1a40f091b9d3c9c4,2886,Nipah virus,139_004,9e89a73cd5f63e03da0bcc8d54764074,139,Rhys Earl,Human delay - incubation period,FALSE,9.5,0,NA,NA,FALSE,Days,Median,FALSE,Unspecified,NA,NA,NA,NA,NA,Yes,NA,0,6,14,FALSE,Days,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,Both,NA,Contact based,Mixed groups,17,100,India,Kerala,state,Post outbreak,Unspecified,Yes - as an attachment,NA,NA,NA,NA,NA,NA,NA,NA,Range,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,05,2018,29,05,2018,NA,Human delay,NA,NA,6 - 14,NA,NA,NA,NA,NA,NA
19e5002aa15dcd3a55b31d2ebe69aba0,2931,Nipah virus,138_001,d14f334ee439acd5bb786c9636f248cd,138,Tristan Naidoo,Overdispersion,FALSE,21,0,NA,NA,FALSE,Max. nr. of cases superspreading (related to case),Other,TRUE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Both,248,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,Details about the super spreader: male 60 year-old Nipah virus case with difficulty breathing who died five days after illness onset and infected 21 individuals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,04,2014,NA,Overdispersion,NA,NA,NA,NA,NA,NA,NA,NA,NA
19e5002aa15dcd3a55b31d2ebe69aba0,2931,Nipah virus,138_002,8de89e03c233054960180475df65c796,138,Tristan Naidoo,Reproduction number (Basic R0),FALSE,0.33,0,0.01,1.1,FALSE,No units,Mean,TRUE,Observed sample statistic,NA,NA,95% CI,0.19,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empirical (contact tracing),Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Age; Method; Sex; Symptoms; Time; Other,Both,248,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,"Method disagg is a sensitivity analysis  across different case types: cases identified 2007-2014, Primary cases,Cases hospitalized >7 days since symptom onset or not hospitalized. Central estimate is across all cases. Other disagg: Illness outcome, source of infection,  hospitalization after symptom onset.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,04,2014,NA,Reproduction number,0.01 - 1.1,0.19 - 0.59,NA,NA,NA,95% CI,0.19 - 0.59,NA,NA
19e5002aa15dcd3a55b31d2ebe69aba0,2931,Nipah virus,138_003,d13e8aea967918aa0bcaccc08d7993b1,138,Tristan Naidoo,Reproduction number (Basic R0),TRUE,NA,0,NA,NA,FALSE,NA,Unspecified,TRUE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Empirical (contact tracing),Human-human,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,Method,Both,248,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,Method disagg is whether a superspreader was included or not,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,04,2014,NA,Reproduction number,NA,NA,NA,NA,NA,NA,NA,NA,NA
19e5002aa15dcd3a55b31d2ebe69aba0,2931,Nipah virus,138_004,7fb823534848da76a2ded5bb79b804f0,138,Tristan Naidoo,Severity - case fatality rate (CFR),FALSE,78,0,NA,NA,FALSE,Percentage (%),Unspecified,FALSE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193,248,Naive,Lab confirmed,Naive,NA,NA,NA,NA,NA,NA,NA,Both,248,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,04,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
19e5002aa15dcd3a55b31d2ebe69aba0,2931,Nipah virus,138_005,5b0509e3bc2c5c7c4bacf004ee75baef,138,Tristan Naidoo,Severity - case fatality rate (CFR),TRUE,NA,0,NA,NA,FALSE,Percentage (%),Unspecified,TRUE,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Naive,Lab confirmed,Naive,NA,NA,NA,NA,TRUE,TRUE,Age,Both,248,Population based,Persons under investigation,NA,NA,Bangladesh,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04,2001,NA,04,2014,NA,Severity,NA,NA,NA,NA,NA,NA,NA,NA,NA
