id,model_data_id,covidence_id,pathogen,assumptions,code_available,compartmental_type,interventions_type,model_type,stoch_deter,theoretical_model,transmission_route
e9c278201bf99cab9b9195a1f9865b2a,c2c09aeb1da1025cddff69d58676819e,5818,Zika virus,Other,FALSE,Other compartmental,Behaviour changes;Other;Pesticides/larvicides;Treatment;Vector/Animal control,Compartmental,Deterministic,TRUE,Vector/Animal to human
26e6ff6312c00dfa31139bb3fd57517f,fb7ea349ff4c83830de2947497bee649,5821,Zika virus,Unspecified,FALSE,SIR-SI,Behaviour changes;Insecticide-treated nets;Other;Pesticides/larvicides,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
54582ac8a9c7fe7f12f13c4ffa62f31a,45b4db19c93a2f98074505780d563364,5841,Zika virus,Unspecified,FALSE,SEIR-SI,Unspecified,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
3a6680ecba941722c5426efbccf4ffb1,c001b732015d886efe2db8d751cb27ef,5868,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
a31bef91cd61f3d85531e7aaf72a692f,0b9a7628c34703b9ebd0ad291e4a671f,5874,Zika virus,Homogeneous mixing,FALSE,SIR-SEI,Vaccination,Compartmental,Deterministic,TRUE,Vector/Animal to human
5cd01204d94536738feb9ac4e748f096,c84d93dbaaac65c8f8db00d0897d15de,5882,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
795ba49714310ecaf978039dddb0eb5f,2d9efd8ade188159a7083ab3ad37a7ae,5888,Zika virus,Unspecified,FALSE,SEIR-SEI,Unspecified,Compartmental,Deterministic,FALSE,Human to human (direct contact);Vector/Animal to human
cdc1fdd0bb52e79d3e085e72be115803,03900a037e6990caa96690784aa75c2b,5903,Zika virus,Unspecified,FALSE,SEIR-SEI,Behaviour changes;Insecticide-treated nets;Other;Vector/Animal control,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
15e4493dee434b42bcd4a506606e0169,98efbfe6a80f41b626668f9a3538ae2c,5910,Zika virus,Other,FALSE,SEIR-SEI,Unspecified,Compartmental,Deterministic,TRUE,Human to human (direct contact);Sexual;Vector/Animal to human
53c9c99668f7d2e904631a584b9193b0,9415bf9d168b3f172b0256fd2b620b50,5935,Zika virus,Cross-immunity between Zika and dengue;Homogeneous mixing,FALSE,Other compartmental,Behaviour changes;Insecticide-treated nets;Other;Treatment;Vector/Animal control,Compartmental,Deterministic,TRUE,Vector/Animal to human
83e3df66715525fb60b96bce8e848aa5,8c92ce546a766e67f181bb61da34a6d0,5958,Zika virus,Unspecified,FALSE,SEIR-SEI,Unspecified,Compartmental,Stochastic,TRUE,Vector/Animal to human
0170f84b3c5f5901db82e3eaf223fab1,c2010377a94a80b42b83b232efe2fdea,5961,Zika virus,Homogeneous mixing;Other,FALSE,Other compartmental,Other,Compartmental,Deterministic,FALSE,Human to human (direct contact);Vector/Animal to human
ad5b7880543c569d6999a6be63d9b663,bfc3923eec92f88aafb18e894efbaa4e,5969,Zika virus,Other,FALSE,SEIR-SEI,Behaviour changes;Genetically modified mosquitoes;Indoor residual spraying;Vector/Animal control;Wolbachia replacement,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
1abf8f99ac70cd9ae72b2d29e30174ab,b7d5483271bf515168315b148c1090d6,6015,Zika virus,Heterogenity in transmission rates - between human groups;Other,FALSE,Other compartmental,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
3c3aecc52103822622695bcccdc30158,29aaa9422d3d5295e6bd40bb1e97bede,6031,Zika virus,NA,FALSE,Not compartmental,NA,Other,Unspecified,FALSE,NA
15762cfe845ec2c0e4a1d017d219aea7,b010049b03d10d8b605e83f99dac8285,6044,Zika virus,Unspecified,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
5d766f4ec7ffd60f7f40fe8a7a2a57d7,c2cc307e438a53fff4f620c9c98e5342,6046,Zika virus,Other,FALSE,SIR,NA,Compartmental;Other,Unspecified,FALSE,NA
5dd39f4a594964eaef3b64e418106d50,224334fb75a06ea84ef9ea671c7c89f1,6141,Zika virus,Other,FALSE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
1d3e05ed8773dcc0309ee9d7d9671a55,ed882dd25f8e7853f1d7f769c963accb,6144,Zika virus,NA,FALSE,Not compartmental,NA,Other,Unspecified,FALSE,NA
4cc7be29294c146b9db6cbe41ddf71c2,7b71e1fccdc6e4689756575591e25963,6159,Zika virus,Unspecified,FALSE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
19d385264ff44b8515c8a6ca16d568ed,b93f8d0dd0156b88bd56d39dea62c09b,6171,Zika virus,Other,FALSE,Other compartmental,Behaviour changes,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
9fe0f7a8a18f3edf396ef7711ada18e1,dfdb4f95a1f3aef2d04a008c4d4064b1,6180,Zika virus,Unspecified,FALSE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
b3bf80bbbac40f537992cc24e821d14d,6edfedcbecf438057beeaec540615b0b,6211,Zika virus,Unspecified,FALSE,Other compartmental,Behaviour changes;Other;Vector/Animal control,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
b3ff1e4fac6657a06a882d392e92045b,4e5a5c7985a885823cd29e77e674de2b,6221,Zika virus,Heterogenity in transmission rates - between human groups,FALSE,SEIR-SEI,Behaviour changes;Indoor residual spraying;Other;Vaccination,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
e035baa502722b4f7280e8f894aeba03,158166830593de688d0c13ab05609c2a,6247,Zika virus,Homogeneous mixing,FALSE,SIRS-SI,Behaviour changes;Insecticide-treated nets;Vector/Animal control,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
d8c248fb9eda7b5d1363ed1ff7ee18ef,bf4bc7bea15cf73cc33058ea29d483a8,6287,Zika virus,Homogeneous mixing,FALSE,Other compartmental,Behaviour changes;Indoor residual spraying;Insecticide-treated nets;Other;Pesticides/larvicides;Vector/Animal control,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
52e34e82062139d3a940b711e9a6860f,c570f3706642151c3f8ee9abbd2844ad,6294,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,Behaviour changes;Pesticides/larvicides;Vaccination,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
4990e7d9c486629d64dadafaacbcfcb9,ba1b9a262c262c613e315c7a6570cd6e,6345,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
c80b7dfcc309e5edbc507f8a56a78442,276c9de9a44fb275a881c79ff2ee4e6e,6352,Zika virus,Other,FALSE,Other compartmental,Wolbachia suppression,Compartmental,Deterministic;Stochastic,TRUE,Sexual;Vector/Animal to human
a12f13117bee14651ef93453e6e4a02c,cc8c675f12a164c061f9e34525bb23f8,6362,Zika virus,Homogeneous mixing,FALSE,Other compartmental,Unspecified,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
a3852ad6b9b4d3613cffa5b3411a9379,9c307840ea23f0cc82415848149dd6d7,6380,Zika virus,Other,FALSE,Other SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
48ed3e5f58f244f1dec5cab56955bd17,0a92d0ebac6d495b2faccb45f3a70203,6390,Zika virus,Unspecified,FALSE,SEIR-SEI,Indoor residual spraying;Insecticide-treated nets;Treatment,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
1c89b90e3285a93d622521e1cfe23cd5,fb7c51b6b41daa7fc8e63c769e04d4ac,6527,Zika virus,Heterogenity in transmission rates - between human and vector;Homogeneous mixing,FALSE,Other compartmental,Treatment,Compartmental,Deterministic;Stochastic,TRUE,Human to human (direct contact);Vector/Animal to human
8115e94659e1cdad57574570cbe17501,bf1dda8129c5185499b4fb4f26b9363f,6542,Zika virus,Unspecified,FALSE,Not compartmental,Unspecified,Branching process,Stochastic,FALSE,Unspecified
5d0e0eef58539e4526bd2273bc98b41e,4d57a1e3781bacca11f1084fdb459024,6675,Zika virus,Latent period is same as incubation period,FALSE,Other compartmental,Mechanical removal of breeding sites ;Pesticides/larvicides,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
dbd66999e07457e086b828b3bd7c757e,27d983b621218b4d5c133601f2e5289a,6726,Zika virus,Unspecified,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
9c51207a4eb23eeff1be2e3be06f9afa,60bf4ea3df32dd993488579cd1ddcf37,6735,Zika virus,Unspecified,FALSE,SEIR-SEI,Other;Vaccination;Vector/Animal control,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
d52d09c02dd30aa8fded251373ccda91,cf9fed0600f98db7024142095f548634,6746,Zika virus,Cross-immunity between Zika and dengue,TRUE,SEIR,NA,Agent / Individual based;Compartmental,Stochastic,FALSE,Vector/Animal to human
4426305e7a466e11fe13e134c1ef61c0,cce9a3305faf4a37ddbeb8d067a9c36d,6749,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,NA,Compartmental,Stochastic,FALSE,Vector/Animal to human
824c8b225a23fb9227dd0e14977ad1f1,1e7b2844b2412a94f56032dcaffa4641,6765,Zika virus,Homogeneous mixing;Other,TRUE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
fa74eeab372e4e83f0befaa7ee8dfa13,41817c0ad34a73dc6feb213e738bd478,6772,Zika virus,Unspecified,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
747f4628073d9416a31834cae2c2a5f4,12c66793637f1e9e516515795d598f75,6775,Zika virus,Other,FALSE,SLIR-SLI,Unspecified,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
e6aa106de7b0957b1b1257943857843a,90c63c5348ca78ce0043cc059b397fcd,6780,Zika virus,Heterogenity in transmission rates - between human groups,TRUE,SEIR-SEI,NA,Agent / Individual based,Stochastic,TRUE,Sexual;Vector/Animal to human
c2bc5acb65604d8873dd266fa9ee32e8,8fc81c3e426c2dbf4725d75b6a4f522f,6795,Zika virus,Homogeneous mixing;Unspecified,FALSE,Other compartmental,NA,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
304430dff4b7dc41ccd6a7a8683e3bbe,a9d0082bdbf9fecbbd96a20428f4f681,6848,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,Behaviour changes;Vaccination;Vector/Animal control,Compartmental,Stochastic,TRUE,Vector/Animal to human
3e6f2ebb44e847daea69b8dc1084dfac,d1fe30e985f5aeeec42908f5cef9ae65,6862,Zika virus,Unspecified,TRUE,SIR,NA,Compartmental,Stochastic,FALSE,Unspecified
5b2b662d87c842b28070120fd29182d4,b1a11896ac9987fb0567c55d2a2396b5,6870,Zika virus,Heterogenity in transmission rates - between human groups;Homogeneous mixing,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
13b59ba3c23077242a180e881233cf46,bc4e7c9299e8a3566a801ea5ca63c4d3,6903,Zika virus,Heterogenity in transmission rates - between human groups,FALSE,SEIR,Unspecified,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
e25f48e271e1b84cb98a42dc5622e5fb,05c18481e0575b1d6e71c47fc82d28e6,6915,Zika virus,Heterogenity in transmission rates - over time;Other,TRUE,Not compartmental,Unspecified,Other,Stochastic,FALSE,Unspecified
5d8ebfb258ee1e9b7020ea9e2a826e96,eac7becdf14ff8398c75d6c021038d81,6929,Zika virus,Other,FALSE,Other compartmental,Other;Vaccination,Compartmental,Deterministic,TRUE,Vector/Animal to human
9536be6a1fca79be914c16d8d5a5aa99,df9a8354c04e3cd741e9cf74e1162db4,6935,Zika virus,Heterogenity in transmission rates - between human and vector;Heterogenity in transmission rates - over time,FALSE,SEIR-SEI,Behaviour changes;Pesticides/larvicides;Treatment;Vaccination;Wolbachia replacement;Wolbachia suppression,Compartmental,Deterministic,TRUE,Vector/Animal to human
c7f209b7b723a1e27dc8b636d45c114e,e7ffcf35e3d298f5d2330f6dd072e25f,6948,Zika virus,Heterogenity in transmission rates - between human groups;Other,FALSE,SEIR-SEI,NA,Compartmental,Stochastic,FALSE,Vector/Animal to human
24cd313d90b038cc015327659fd366df,252a7ebc6d3b9ed5a2152c52d82898b7,6966,Zika virus,Heterogenity in transmission rates - between human and vector;Heterogenity in transmission rates - between human groups,FALSE,SEIR-SEI,Unspecified,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
1085d7dd566207e3364561f889bd07bd,96a6de8c275da78a7bf16122aa4d7b5a,6997,Zika virus,Cross-immunity between Zika and dengue;Other,FALSE,Other compartmental,Other,Compartmental,Deterministic,TRUE,Unspecified
b3141776f012e94ceb60f1718946a4dc,ab746979de693ac9a12ac8405a52533e,7038,Zika virus,Heterogenity in transmission rates - between human and vector,FALSE,Other compartmental,Genetically modified mosquitoes;Treatment;Vector/Animal control,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
efa836f41ca0252a92845f064d4c0f3e,d0d253704167e13973d16e445f1113f5,7047,Zika virus,Age dependent susceptibility;Heterogenity in transmission rates - between human groups,TRUE,SIR,Vaccination,Agent / Individual based,Stochastic,FALSE,Unspecified
f3639f885e8c0e2f884fe8d3cccddb81,ba2a16aae42793779ae6f685bb68362f,7108,Zika virus,Unspecified,FALSE,Other compartmental,Mechanical removal of breeding sites ;Other,Unspecified,Stochastic,TRUE,Unspecified
b78f8339d255e7b69a6409bc681cf631,201e31783fe08c9a5dad23dfed69083b,7158,Zika virus,Unspecified,FALSE,Other compartmental,Behaviour changes;Treatment;Vector/Animal control,Compartmental,Deterministic,TRUE,Vector/Animal to human
f6de45cbb69d1fce85ebec759064fa40,7366ba05faf0ff3448cb075c57889039,7214,Zika virus,Other,FALSE,SEIR-SEI,Vector/Animal control,Compartmental,Deterministic,TRUE,Vector/Animal to human
50caa89456464ceae6f2691bb118fa9c,7ba4694349f4f348c2dc512f556ba351,7329,Zika virus,Unspecified,FALSE,SEIR-SEI,Vaccination,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
ad50411a298a7991e96e7b6be022e0b6,620ed97fa04b96a5ad5e5a01e14eeb2f,7336,Zika virus,Other,FALSE,SEIR-SEI,NA,Compartmental,Stochastic,TRUE,Sexual;Vector/Animal to human
51009621e447127bcd564e231cc31a91,fb925eea599e394ae06291b8deb61b8c,7464,Zika virus,Other,FALSE,SEIR-SEI,NA,Compartmental,Stochastic,TRUE,Vector/Animal to human
a221185045f86b7ad5974053b74874da,0d6170324514d7d249159341a026a8ae,7594,Zika virus,Heterogenity in transmission rates - over time;Other,TRUE,SEIR,NA,Compartmental,Stochastic,FALSE,Vector/Animal to human
3591a7fb9fe0abafb155f621f9f38461,3987e375775ea16aebd12e722fd84eb6,7647,Zika virus,Cross-immunity between Zika and dengue;Other,TRUE,Other compartmental,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
f4a368b643e67092e0b138c0062ca8a2,7ef0eb4621d638076a2d584027fa3af2,7892,Zika virus,Other,FALSE,SIR,NA,Compartmental;Other,Deterministic,FALSE,Vector/Animal to human
a74beca3277eeea7eb42bb4b122da277,d91c3f13d2b379db5d41b9a82c4f7d50,7898,Zika virus,Unspecified,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
9b5baf1c868c6bc998f5b38067d55cff,a7c3e6c682cac021cbe04f9b4be59ef9,7966,Zika virus,Other,FALSE,SEI-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
4c85d2dbd6291bdf82fc6ea35395b111,914ea4035ef24b5f4196d77d6bdf4a98,8019,Zika virus,NA,FALSE,SIR-SI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
ee815f99a1eded0b8ddb7807f9da2846,21b3cfc0e0922c48d20772c9c1df8cce,8031,Zika virus,NA,TRUE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
48c01a88d9de29e500d37d7ebd264a1a,6ab55ff92670f8dea1007636dfe5a258,8092,Zika virus,NA,FALSE,Not compartmental,NA,Other,Unspecified,FALSE,NA
253dbc28a152f4f1a9e44570bfefb34c,ec25e6a4b3c487e814b46523c3bb6b94,8114,Zika virus,NA,FALSE,SEIR-SEI,Vector/Animal control,Compartmental,Deterministic,TRUE,Vector/Animal to human
9bc274f915dc84e0c4207fa0fcc8135a,f98b4834f71d40a2f9925f38764b01f0,8361,Zika virus,Homogeneous mixing,FALSE,Other compartmental,Treatment;Vaccination,Branching process,Stochastic,FALSE,Vector/Animal to human
2c9444158ce47ad8174fad49f42aab85,3b1dc1b1348d9f4266700da793d66129,8451,Zika virus,NA,FALSE,Not compartmental,NA,Branching process,Stochastic,FALSE,NA
c3af080641609c65afc08a8ea94423cf,985a2b76bd74a49e5377ffc0338dda3e,8489,Zika virus,NA,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
a518a68d5a04b7cc67924674b7816c9d,f886a991c12935202703160410df2f13,8608,Zika virus,NA,TRUE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
5f660a1779459816a53b22ce1cc7bb2f,b7c1cefee51a376e1f93bda964110579,8936,Zika virus,Homogeneous mixing,TRUE,SIR,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
915596f261a39d93191eb36bccdfc69b,672f98cced17879dacfefc07507cad14,13242,Zika virus,Cross-immunity between Zika and dengue;Other,FALSE,Other compartmental,Vaccination,Compartmental,Deterministic,FALSE,Unspecified;Vector/Animal to human
9cf02b626bda5272ad1d465ba861cfd7,ee8e70e61c1450caa27a8470f7c10cb6,17295,Zika virus,Homogeneous mixing,FALSE,Other compartmental,Pesticides/larvicides;Vector/Animal control;Wolbachia replacement,Compartmental,Deterministic,FALSE,Sexual;Vector/Animal to human
ee6b0d79667abd37973120c6cec51221,2f05f1ea4d236a6b7980a68972192973,17357,Zika virus,Homogeneous mixing,FALSE,Other compartmental,NA,Compartmental,Stochastic,TRUE,Vector/Animal to human
480f504d085c92c5dbfebf2b73d36dfd,ae1db7c0448bf2817a397a999477f964,19025,Zika virus,Homogeneous mixing,FALSE,SI-SI,NA,Compartmental,Stochastic,TRUE,Vector/Animal to human
f29cbbe2189679520cae9a9523bd5090,8bf25ae8c1751d149b20af9658607872,19391,Zika virus,Unspecified,FALSE,Not compartmental;SEIR-SEI,NA,Other,Deterministic,TRUE,Unspecified
be99e4f5c7a371f0fc3b6c86da68703d,9e22d7670e81475684736106114cb68d,19587,Zika virus,Unspecified,TRUE,Not compartmental,NA,Other,Deterministic,FALSE,Unspecified
d56d4127ae6c372332c5569994e591d4,5d57d8c1b2c37e6b2e4fdaa867a212c2,21934,Zika virus,NA,TRUE,SEIR,NA,Compartmental,Stochastic,TRUE,Human to human (direct contact)
0d94cbe0b157f9c2878b0fa68ad8dbf5,8b2c4b30f7bb2637de6c487cf489132d,23326,Zika virus,NA,FALSE,Not compartmental,NA,Other,Deterministic,TRUE,Vector/Animal to human
8d7330c2a749828c1abd8eea8a246a02,20db68b44888d31c14a904df9c57fe28,23364,Zika virus,NA,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
8d7330c2a749828c1abd8eea8a246a02,188da72145664dfbced256baffee982c,23364,Zika virus,NA,FALSE,Not compartmental,NA,Other,Stochastic,FALSE,Vector/Animal to human
12e9e446493a299c60b4b3b1341468a0,cb660fc1a9ce703824e11d46b44de892,24644,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
6feac9cd9e8c77fad453b961e61d73fc,3afc7feed47a1fcfffa6f7e829c3411d,24651,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
9f741faeb8dbe5e7738097adbfeb6ffe,c3fcaf05554706815268878261b4e842,24659,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
99ab43912b75c8df5dcc66617391356a,445c584dff972c2375119109a0c58727,24810,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
62420e230ab222f9b836f13edfeab4a3,ade2c2d25492a6e5468ad59b6109d97a,24921,Zika virus,NA,FALSE,SEIR-SEI,Other;Vector/Animal control,Agent / Individual based;Compartmental,Deterministic,FALSE,Vector/Animal to human
9c1562a34053e8309f25e0ba63a3cc98,6881dba9d102d980c33d482faa17af8c,24965,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
5c1e80f8898c8d60974e86e0d3b745bc,2ba691f8ffd3f93e17bb2f9c8bf01936,24982,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
5c1e80f8898c8d60974e86e0d3b745bc,173a60268c0b8e9b34ed5427b579c010,24982,Zika virus,NA,FALSE,Not compartmental,NA,NA,Unspecified,FALSE,NA
73db7ca2627adfac135f2b12d7e6b18c,d1932f05fb48b5f123e27720dd97964f,25017,Zika virus,NA,FALSE,Other compartmental,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
b33bd56d0d2f68ef72f5627438b7ce83,27df153056d89eed1fe5c54533cac12f,25075,Zika virus,Unspecified,FALSE,SI-SI,Unspecified,Compartmental,Deterministic,TRUE,Human to human (direct contact);Vector/Animal to human
bd0aefdea19f87106524f5e75d3937f8,40a316769d47c268d550102439c34699,25162,Zika virus,Heterogenity in transmission rates - between human groups,FALSE,SI-SI,Unspecified,Compartmental,Stochastic,TRUE,Human to human (direct contact);Vector/Animal to human
62a166a64842cbf31b8af65a6037ce12,5908b939a3bb5ef27f5efc1d60fc506e,25488,Zika virus,Age dependent susceptibility,FALSE,Other SEIR-SEI,Behaviour changes;Insecticide-treated nets;Pesticides/larvicides;Treatment;Vector/Animal control,Compartmental,Deterministic,TRUE,Human to human (direct contact);Sexual;Vector/Animal to human
2d348412cabc7dff96cf8c39dd1b6d92,1f319fe7d7130f34e169e0b1338cd303,25509,Zika virus,Unspecified,FALSE,SAIR-SEI,Behaviour changes;Indoor residual spraying;Insecticide-treated nets;Treatment,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
73b401231f1ef3a293e5a78266fbce6f,212d5332919bd7ec403c30abe493561d,25512,Zika virus,Other,FALSE,Other SEIR-SEI,Behaviour changes;Insecticide-treated nets;Pesticides/larvicides;Vector/Animal control,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
8af45baeea19603a6e17b6dc93a5adde,bf01c80260f3a10ad8d98e6c8ddf4b59,26955,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
c4bdc14db93940ead8425ce1edb44c37,1f6fa64a800daa342869b1ab3c0b4231,26971,Zika virus,Homogeneous mixing,TRUE,SEIR-SEI,NA,Compartmental,Deterministic,FALSE,Vector/Animal to human
60cfd5622346298deb1a1ee34694242a,01d0f7d7c85b39ca2d416929da7a8250,27081,Zika virus,Heterogenity in transmission rates - over time;Other,FALSE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
4d5ff854b7397737dd80562be93d7600,4dcd59b698551dc1ae6896bf33d59792,27250,Zika virus,Unspecified,FALSE,SIR-SI,NA,Compartmental,Deterministic,TRUE,Vector/Animal to human
872b5ab2e7a9b10a029b5543a26fc71e,37447b1bb29998e99058724f8aa05ff9,28649,Zika virus,Homogeneous mixing,FALSE,SEIR-SEI,Wolbachia replacement,Compartmental,Deterministic,TRUE,Vector/Animal to human
a1315609984e7908f8f9927667acf050,0228a275323263cc6adf1296f26a60ef,31940,Zika virus,Latent period is same as incubation period,FALSE,SEIR-SEI,Indoor residual spraying;Insecticide-treated nets,Compartmental,Deterministic,TRUE,Sexual;Vector/Animal to human
