"id","parameter_data_id","covidence_id","pathogen","parameter_type","parameter_value","exponent","parameter_unit","parameter_lower_bound","parameter_upper_bound","parameter_value_type","parameter_uncertainty_single_value","parameter_uncertainty_single_type","parameter_uncertainty_lower_value","parameter_uncertainty_upper_value","parameter_uncertainty_type","cfr_ifr_numerator","cfr_ifr_denominator","distribution_type","distribution_par1_value","distribution_par1_type","distribution_par1_uncertainty","distribution_par2_value","distribution_par2_type","distribution_par2_uncertainty","method_from_supplement","method_moment_value","cfr_ifr_method","method_r","method_disaggregated_by","method_disaggregated","method_disaggregated_only","riskfactor_outcome","riskfactor_name","riskfactor_occupation","riskfactor_significant","riskfactor_adjusted","population_sex","population_sample_type","population_group","population_age_min","population_age_max","population_sample_size","population_country","population_location","population_study_start_day","population_study_start_month","population_study_start_year","population_study_end_day","population_study_end_month","population_study_end_year","genome_site","genomic_sequence_available","other_delay_start","other_delay_end","inverse_param","parameter_from_figure","r_pathway","parameter_class","parameter_bounds","comb_uncertainty_type","comb_uncertainty"
"d302c3d263bea9912407092248975387","42c271baa28ec3839567c32db321d89d",4842,"MERS-CoV","Reproduction number (Basic R0)",0.69,0,NA,NA,NA,"Unspecified",NA,NA,0.34,0.79,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,"Other",NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Population based","Unspecified",NA,NA,96,"Jordan; Qatar; Saudi Arabia; United Arab Emirates",NA,NA,"04","2012","31","08","2013",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","0.34 - 0.79"
"d302c3d263bea9912407092248975387","713073810fc892dd877265c654e4383b",4842,"MERS-CoV","Reproduction number (Basic R0)",0.54,0,NA,NA,NA,"Unspecified",NA,NA,0.34,0.9,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,"Other",NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Population based","Unspecified",NA,NA,45,"Jordan; Qatar; Saudi Arabia; United Arab Emirates",NA,NA,"04","2012","31","05","2013",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","0.34 - 0.9"
"45daee9a3f6de4e7cd5a2b972eac46d2","48df6dfcef9670d415b5d815b15aa38e",4864,"MERS-CoV","Mutations - evolutionary rate",0.00112,-3,"Substitutions/site/year",NA,NA,"Unspecified",NA,NA,0.000876,0.00137,"95% CrI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Population based","Unspecified",NA,NA,42,"Saudi Arabia",NA,NA,"06","2012",NA,"09","2013","genome coverage of over 30%",TRUE,NA,NA,FALSE,FALSE,NA,"Mutations",NA,"95% CrI","0.876 - 1.37"
"0e1a4db7d8b41a49bb8ae8b61e2e0fc0","2a00bdcd0ebee2864550af1e0e98c596",4868,"MERS-CoV","Severity - case fatality ratio (CFR)",22,0,"Percentage (%)",NA,NA,"Other",NA,NA,NA,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",25,60,9,"Jordan",NA,NA,"04","2012",NA,"04","2012",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"0e1a4db7d8b41a49bb8ae8b61e2e0fc0","cb804c4b0897b45bcb0e2e450cbb5916",4868,"MERS-CoV","Human delay - symptom onset>admission to care",5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",25,60,8,"Jordan",NA,NA,"04","2012",NA,"04","2012",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"0e1a4db7d8b41a49bb8ae8b61e2e0fc0","a1019d36019096c368773ebd0e46fbcf",4868,"MERS-CoV","Human delay - admission to care>discharge/recovery",8,0,"Days",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",31,45,5,"Jordan",NA,NA,"04","2012",NA,"04","2012",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"0e1a4db7d8b41a49bb8ae8b61e2e0fc0","1f96c005b579abdfcd29151fd8552ab2",4868,"MERS-CoV","Attack rate",10,0,"Percentage (%)",NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Contact based","Healthcare workers",NA,NA,57,"Jordan",NA,NA,"02","2012",NA,"04","2012",NA,NA,NA,NA,FALSE,FALSE,NA,"Attack rate",NA,NA,NA
"9dc7c8f6ec7176966b28192f8353c686","973e60494284cd95a3d76b7469810f6f",4934,"MERS-CoV","Severity - case fatality ratio (CFR)",60,0,"Percentage (%)",39,83,"Unspecified",NA,NA,NA,NA,NA,28,47,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Unspecified",NA,"Age; Sex; Other",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",NA,NA,47,"Saudi Arabia",NA,1,"09","2012","15","06","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity","39 - 83",NA,NA
"9dc7c8f6ec7176966b28192f8353c686","b86658180347612ac73fdbbc3249e4dc",4934,"MERS-CoV","Human delay - incubation period",5.2,0,"Days",NA,NA,"Median",NA,NA,NA,12.4,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",NA,NA,47,"Saudi Arabia",NA,1,"09","2012","15","06","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,"Other",NA
"9dc7c8f6ec7176966b28192f8353c686","144acf1d86bc09e68ff08927661e6dd7",4934,"MERS-CoV","Human delay - serial interval",7.6,0,"Days",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Persons under investigation",NA,NA,47,"Saudi Arabia",NA,1,"09","2012","15","06","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"9dc7c8f6ec7176966b28192f8353c686","ea8c789dcf74a9ba8b1908abb234541e",4934,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Age,Sex",NA,"Not significant","Not adjusted","Both","Unspecified","Persons under investigation",NA,NA,47,"Saudi Arabia",NA,1,"09","2012","15","06","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"22ffdb3032fdf4d9527a04fcecfa8077","5a739bf16359384a074a5706c5440d8b",5103,"MERS-CoV","Seroprevalence - PRNT",0,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,0,2.3,"95% CI",0,158,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Unspecified",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",0,9,158,"Saudi Arabia","King Fahd Hospital;  Eastern Province",NA,"05","2010",NA,"05","2011",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,"95% CI","0 - 2.3"
"22ffdb3032fdf4d9527a04fcecfa8077","f8e056e0c9f09aee122a359f066b00d2",5103,"MERS-CoV","Seroprevalence - PRNT",0,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,0,3.3,"95% CI",0,110,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Unspecified",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Male","Other","Persons under investigation",19,52,110,"Saudi Arabia","King Fahd Hospital;  Eastern Province",NA,"12","2012",NA,"12","2012",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,"95% CI","0 - 3.3"
"4846d94d4e265fabc3e2cf45ee860376","9281d81a7f95d47fe744da02c2ee7839",5130,"MERS-CoV","Reproduction number (Effective, Re)",NA,0,"No units",0.3,0.7,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"Negative-Binomial",NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,"Branching process","Method; Time",TRUE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,NA,NA,"Arabian Peninsula",NA,NA,NA,"08","08","2013",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number","0.3 - 0.7",NA,NA
"4846d94d4e265fabc3e2cf45ee860376","e3884f380dbb43f168ec26ebc260a4e4",5130,"MERS-CoV","Overdispersion",NA,0,"Unspecified",0.5,6.8,"Unspecified",NA,NA,NA,NA,NA,NA,NA,"Negative-Binomial",NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Method; Time",TRUE,TRUE,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,NA,NA,"Arabian Peninsula",NA,NA,NA,"08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Overdispersion","0.5 - 6.8",NA,NA
"d83a0988aadcf09dc95566647dcc18b6","aa03340fa29c735d52297b53c88af67d",5136,"MERS-CoV","Mutations - substitution rate",0.001,-3,"Substitutions/site/year",0.00049,0.0018,"Median",NA,NA,0.00068,0.0013,"95% CrI",NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Unspecified",NA,NA,"Method",TRUE,TRUE,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,10,"Qatar; Saudi Arabia; United Arab Emirates",NA,19,"09","2013","04","06","2013","Full-length sequences",TRUE,NA,NA,FALSE,FALSE,NA,"Mutations","0.49 - 1.8","95% CrI","0.68 - 1.3"
"d83a0988aadcf09dc95566647dcc18b6","28e85f65a5b73becbc457481fdb4fe74",5136,"MERS-CoV","Growth rate (r)",0.0077,0,"Unspecified",NA,NA,"Unspecified",NA,NA,0.0052,0.0106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Growth rate",NA,NA,"0.0052 - 0.0106"
"d83a0988aadcf09dc95566647dcc18b6","9b6ae230e9a80f853290c0455c3294b1",5136,"MERS-CoV","Doubling time",90,0,"Days",41,90,"Unspecified",NA,NA,65,133,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,"Method",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Doubling time","41 - 90","95% CI","65 - 133"
"d83a0988aadcf09dc95566647dcc18b6","aef80f8a154d5e563c594842eb29f84a",5136,"MERS-CoV","Reproduction number (Effective, Re) - Human",0.63,0,"No units",0.32,4.87,"Unspecified",NA,NA,0.47,0.85,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified",NA,"Other","Disease generation; Method; Region; Time",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number","0.32 - 4.87","95% CI","0.47 - 0.85"
"d83a0988aadcf09dc95566647dcc18b6","89c9a7e8d0f496cb9ab389381f098143",5136,"MERS-CoV","Relative contribution - human to human",NA,0,"Percentage (%)",30,100,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Relative contribution","30 - 100",NA,NA
"d83a0988aadcf09dc95566647dcc18b6","28194ed8f3f6a9d91512966169fc9e49",5136,"MERS-CoV","Human delay - generation time",10.7,0,"Days",NA,NA,"Mean",NA,NA,6.5,19.4,"95% CI",NA,NA,"Gamma",10.7,"Mean",TRUE,6.3,"Standard deviation",TRUE,FALSE,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,6,"France; Italy; Tunisia; United Kingdom of Great Britain and Northern Ireland",NA,28,"01","2013","31","05","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,"95% CI","6.5 - 19.4"
"d83a0988aadcf09dc95566647dcc18b6","2e3440d297b0a86b30b649520b5469b0",5136,"MERS-CoV","Human delay - incubation period",5.5,0,"Days",NA,NA,"Mean",NA,NA,3.6,10.2,"95% CI",NA,NA,"Normal-Log",5.5,"Mean",TRUE,2.5,"Standard deviation",TRUE,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,6,"France; Italy; Tunisia; United Kingdom of Great Britain and Northern Ireland",NA,28,"01","2013","31","05","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,"95% CI","3.6 - 10.2"
"d83a0988aadcf09dc95566647dcc18b6","e5a97e8c06d6c5b1bbcb768db6c399a3",5136,"MERS-CoV","Severity - case fatality ratio (CFR)",NA,0,"Percentage (%)",21,77,"Unspecified",NA,NA,NA,NA,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Adjusted",NA,"Age; Disease generation",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity","21 - 77",NA,NA
"d83a0988aadcf09dc95566647dcc18b6","703444d51de9cf82e9d931b7ce9714a0",5136,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Death","Age,Other",NA,"Significant","Not adjusted","Both","Unspecified","Unspecified",2,94,111,"France; Germany; Italy; Jordan; Qatar; Saudi Arabia; Tunisia; United Arab Emirates; United Kingdom of Great Britain and Northern Ireland","KSA: Bisha;  Riyadh;  Bur Qassim;  Al Hasa;  eastern KSA;  Al-Qaseem;  Hafr Al Batin;  Taif;  Wadi Al- Dawaser;  Jeddah;  Asir; Jordan: Zarqa; UK: BIrmingham; Qatar: Doha; France: North France; Tunisia: Monastir; Italy: Florence; UAE: Silaa;  Abu Dhabi;",20,"09","2012","08","08","2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"120a16c1685bb8db9e3966e9294ef7c3","99d0e81cb7dc6653ce94e006d692c6a8",5145,"MERS-CoV","Seroprevalence - PRNT",0,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,0,815,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Community based","General population",2,79,815,"Egypt","Cairo; Nile Delta",NA,NA,"2012",NA,NA,"2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","0ccd5c6b4ad76ac7c1edceb1729d4c11",5152,"MERS-CoV","Severity - symptomatic proportion of infections",95.7,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,67,70,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","c1855c0d20c1356fb3c775fb42e43ec5",5152,"MERS-CoV","Severity - asymptomatic proportion of infections",30,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,3,10,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Healthcare workers",NA,NA,10,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","9f5cb4ef8c9a61f9d55d50553c1f92d7",5152,"MERS-CoV","Human delay - symptom onset>admission to care",5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Healthcare workers",NA,NA,31,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","690061467c38929ce12066c0a84bb9aa",5152,"MERS-CoV","Human delay - other human delay (go to section)",7,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,"Symptom onset","Diagnosis/test result",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","3c1c06995d2f38beb0431407d429a6f5",5152,"MERS-CoV","Human delay - symptom onset>death",20.5,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","ef6a96fbc894e5a0d167f3899a57e0f2",5152,"MERS-CoV","Human delay - symptom onset>discharge/recovery",27,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","c3c3761f3985d9b4b5931df8066dfb51",5152,"MERS-CoV","Severity - case fatality ratio (CFR)",60,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,42,70,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","8ee306d94b5d78ee252fd8558c2136ec",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Severe disease","Age,Comorbidity,Sex,Other","Healthcare","Significant","Not adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","dc59d1a14adbdf04314da1836a17d2e2",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Severe disease","Comorbidity,Other",NA,"Not significant","Not adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","b69834eb65e04fe85af63a4c66f7cf56",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Severe disease","Comorbidity,Other",NA,"Significant","Adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City (PSMMC);  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","a48b4af5b8e10f97b43bc452e95441d5",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Severe disease","Age,Occupation,Sex,Other","Healthcare","Not significant","Adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City;  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","f2127819cf26f39c34ef1585126b52c4",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Death","Age,Comorbidity,Occupation,Other","Healthcare","Significant","Not adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City;  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","4bea7a9d7c2a0cb98f0ddcb398ff2241",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Post outbreak",NA,NA,NA,FALSE,NA,"Death","Sex,Other",NA,"Not significant","Not adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City;  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","06d069d485de03c29c63d9988c127634",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Death","Age",NA,"Significant","Adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City;  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"87e639d14a627acdd0c1b30fce115bae","298ec12001774a625d88ef2804dcb61d",5152,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,"Death","Comorbidity,Occupation","Healthcare","Not significant","Adjusted","Both","Hospital based","Persons under investigation",NA,NA,70,"Saudi Arabia","Prince Sultan Military Medical City;  Riyadh",1,"10","2012","31","05","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"27036658ba69d25e12c64e7402ff8f6a","786a9bbba94efb2a06405005e67ec66f",5155,"MERS-CoV","Seroprevalence - Unspecified",0,0,"Percentage (%)",0,0,"Unspecified",NA,NA,NA,NA,NA,0,60,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Unspecified",NA,"Level of exposure; Symptoms",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Contact based","Persons under investigation",NA,NA,60,"Germany",NA,NA,NA,"2013",NA,NA,"2013",NA,NA,NA,NA,FALSE,FALSE,NA,"Seroprevalence","0 - 0",NA,NA
