"id","parameter_data_id","covidence_id","pathogen","parameter_type","parameter_value","exponent","parameter_unit","parameter_lower_bound","parameter_upper_bound","parameter_value_type","parameter_uncertainty_single_value","parameter_uncertainty_single_type","parameter_uncertainty_lower_value","parameter_uncertainty_upper_value","parameter_uncertainty_type","cfr_ifr_numerator","cfr_ifr_denominator","distribution_type","distribution_par1_value","distribution_par1_type","distribution_par1_uncertainty","distribution_par2_value","distribution_par2_type","distribution_par2_uncertainty","method_from_supplement","method_moment_value","cfr_ifr_method","method_r","method_disaggregated_by","method_disaggregated","method_disaggregated_only","riskfactor_outcome","riskfactor_name","riskfactor_occupation","riskfactor_significant","riskfactor_adjusted","population_sex","population_sample_type","population_group","population_age_min","population_age_max","population_sample_size","population_country","population_location","population_study_start_day","population_study_start_month","population_study_start_year","population_study_end_day","population_study_end_month","population_study_end_year","genome_site","genomic_sequence_available","other_delay_start","other_delay_end","inverse_param","parameter_from_figure","r_pathway","parameter_class","parameter_bounds","comb_uncertainty_type","comb_uncertainty"
"9baf7d6eed94e864316b6a367bfa1024","c0f68d061f0ae7381a681efe78c9b17b",1852,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Mid outbreak",NA,NA,NA,FALSE,NA,"Death (in general population)","Occupation,Sex,Other","Healthcare","Not significant","Adjusted","Both","Unspecified","Unspecified",16,87,159,"Republic of Korea",NA,11,"5","2015","15","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"9baf7d6eed94e864316b6a367bfa1024","cb796d397cc83a714f356636fbc0c9fc",1852,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Mid outbreak",NA,NA,NA,FALSE,NA,"Death (in general population)","Occupation,Sex,Other","Healthcare","Not significant","Not adjusted","Both","Unspecified","Unspecified",16,87,159,"Republic of Korea",NA,11,"5","2015","15","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","bb80f6b425305a3f9284370dd01c31ea",1863,"MERS-CoV","Human delay - other human delay (go to section)",15.6,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","General population",NA,NA,109,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,"Admission to ICU","Discharge from Critical Care/ICU",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","26347a7003d8e674bba5abafeec5c1b9",1863,"MERS-CoV","Human delay - time in care (length of stay)",15.21,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","General population",NA,NA,NA,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","8b750f2c72fa15e4e1cf6c5cc88ed0c1",1863,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Recovery","Age,Comorbidity,Hospitalisation,Occupation,Other","Healthcare","Significant","Not adjusted","Both","Hospital based","General population",0.75,93,249,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","574afab4da2fbda9ac576a3224377ad3",1863,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Recovery","Sex,Other",NA,"Not significant","Not adjusted","Both","Hospital based","General population",0.75,93,249,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","f034467f9d548f1cc117296cccbcae2e",1863,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,"Recovery","Age,Hospitalisation,Other",NA,"Significant","Adjusted","Both","Hospital based","General population",0.75,93,249,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","a2160929878a17579e8af55310748ac4",1863,"MERS-CoV","Severity - case fatality rate (CFR)",20.08,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","General population",0.75,93,249,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","6efc2d4954dafe03c4a6233fd0931831",1863,"MERS-CoV","Human delay - incubation period",6.27,0,"Days",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","General population",NA,NA,18,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","4dab5b48858ade97d6940e50f3b854eb",1863,"MERS-CoV","Human delay - other human delay (go to section)",13.17,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","General population",NA,NA,167,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,"symptom onset","negative swab",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","a5cd2f42640767e331b2c8d611c7ba2b",1863,"MERS-CoV","Severity - proportion of symptomatic cases",83.53,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Hospital based","General population",0.75,93,249,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"85159cb6dbe46670e9219b33ee983907","14f89ae1fa25750751e2540f918c6278",1863,"MERS-CoV","Human delay - other human delay (go to section)",18.48,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","General population",NA,NA,76,"Saudi Arabia","Prince Mohamed Bin Abdulaziz Hospital (PMAH); Riyadh",NA,"4","2014",NA,"12","2015",NA,NA,"Mechanical ventilator start","Mechanical ventilator end",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","13e48824b90faca42e648ca68f29ce3e",1874,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,"Death (in general population)","Age,Other",NA,"Significant","Not adjusted","Both","Hospital based","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","6b7ea1723befea93e73aeb04306a328c",1874,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Death (in general population)","Sex",NA,"Not significant","Not adjusted","Both","Hospital based","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","fde885dd20269290e543214375477f92",1874,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Infection","Age",NA,"Significant","Not adjusted","Both","Unspecified","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","6939ab4ea54130b9be541936c558c567",1874,"MERS-CoV","Reproduction number (Basic R0)",5.3973,0,"No units",NA,NA,"Unspecified",NA,NA,4.6057,6.1888,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,"Next generation matrix",NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,NA,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do;",6,"5","2015","7","6","2015",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","4.6057 - 6.1888"
"d67479cd5eb3b8ca9662acc1ff259f8a","51cd20852f1e2e4f56c7b1ed71693dcf",1874,"MERS-CoV","Reproduction number (Basic R0)",0.1351,0,"No units",NA,NA,"Unspecified",NA,NA,0.0403,0.2562,"95% CI",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,"Next generation matrix",NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,NA,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do;",7,"6","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","0.0403 - 0.2562"
"d67479cd5eb3b8ca9662acc1ff259f8a","31e82db878231efb62e3a9f97dfb28a3",1874,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Other","Other",NA,"Significant","Not adjusted","Both","Unspecified","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","7d78d6534e77380a5a6c3d6ba20eb190",1874,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,"Other","Sex",NA,"Not significant","Not adjusted","Both","Unspecified","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"d67479cd5eb3b8ca9662acc1ff259f8a","77319c0ea26a2d1c170b869fbc80423d",1874,"MERS-CoV","Severity - case fatality rate (CFR)",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,36,186,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,"Occupation; Sex; Age",TRUE,TRUE,NA,NA,NA,NA,NA,"Both","Unspecified","Unspecified",NA,NA,186,"Republic of Korea","Daejeon;  Seoul;  Gyeonggi-do",6,"5","2015","1","7","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"e2003dc8e93a8427e898b9693c983b92","c64f3cd83ef650fd145922d26fc9baeb",1883,"MERS-CoV","Severity - case fatality rate (CFR)",62,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,10,16,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Community based","Persons with symptoms",19,84,16,"Saudi Arabia","tertiary care hospital",1,"7","2013","31","1","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"e2003dc8e93a8427e898b9693c983b92","4bc94763a53edcefcbf92c67478445df",1883,"MERS-CoV","Human delay - other human delay (go to section)",21,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Community based","Persons with symptoms",19,84,16,"Saudi Arabia","tertiary care hospital",1,"7","2013","31","1","2015",NA,NA,"Symptom Onset while in Hospital","Recovery/non-Infectiousness",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"e2003dc8e93a8427e898b9693c983b92","2e0f1de622df7915951710cc96a9036a",1883,"MERS-CoV","Severity - proportion of symptomatic cases",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Community based","Persons with symptoms",19,84,16,"Saudi Arabia","tertiary care hospital",1,"7","2013","31","1","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","fd56f3e0c6ae44dde8fcf4a61f0cf5d2",1891,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,"Death (in general population)","Age,Comorbidity,Other",NA,"Significant","Adjusted","Both","Population based","Persons with symptoms",16,86,186,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","69046a10e95dca3143f8da3a6a10ec8e",1891,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,"Death (in general population)","Age,Comorbidity,Occupation,Other","Healthcare","Significant","Not adjusted","Both","Population based","Persons with symptoms",16,86,186,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","4d4f00658ff4498dfb013263231ddaef",1891,"MERS-CoV","Risk factors",NA,0,NA,NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,NA,NA,"Death (in general population)","Comorbidity,Sex,Other",NA,"Not significant","Not adjusted","Both","Population based","Persons with symptoms",16,86,186,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Risk factors",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","dfa44622debd7db4d4948ef17bda421b",1891,"MERS-CoV","Human delay - symptom onset>death",14,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",49,86,33,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","ee85de8f64f2f31e2bf32dc5fd0200dd",1891,"MERS-CoV","Human delay - symptom onset>discharge/recovery",21,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",17,86,153,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","ad783e5349712937f0bd0f2f8dfc75d2",1891,"MERS-CoV","Human delay - other human delay (go to section)",17,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",17,86,153,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,"Symptom Onset","Negative PCR Test (Sputum)",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","45d56d658a8994492cfad2242f8a5051",1891,"MERS-CoV","Human delay - other human delay (go to section)",6,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",NA,NA,139,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,"symptom onset","initiation of antiviral treatment",FALSE,FALSE,NA,"Human delay",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","0a3425469ed763e4d60f4f7ca0724491",1891,"MERS-CoV","Severity - proportion of asymptomatic cases",1.1,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,2,186,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",16,86,186,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"ced6059fa941d36ef7f169a0cc5bbbdf","01e32810dc488a172d297584127b408c",1891,"MERS-CoV","Severity - case fatality rate (CFR)",20.4,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,38,186,NA,NA,NA,NA,NA,NA,NA,FALSE,"Post outbreak","Naive",NA,"Age; Occupation; Sex; Symptoms; Other",TRUE,FALSE,NA,NA,NA,NA,NA,"Both","Population based","Persons with symptoms",16,86,186,"Republic of Korea",NA,NA,"5","2015",NA,NA,"2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"53cf3d8a238487f98dde32f2da6344b5","b7fd3e0606e45276faa3f01da62c8b46",1904,"MERS-CoV","Reproduction number (Basic R0)",0.75,0,"No units",NA,NA,"Unspecified",NA,NA,0.54,1.09,"95% CI",NA,NA,"Negative-Binomial",0.75,"Mean",TRUE,0.14,NA,TRUE,FALSE,"Unspecified",NA,"Branching process",NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,36,"Algeria; Austria; China; Egypt; France; Germany; Greece; Iran (Islamic Republic of); Italy; Jordan; Kuwait; Lebanon; Malaysia; Netherlands; Oman; Philippines; Republic of Korea; Thailand; Tunisia; TÃ¼rkiye; United Kingdom of Great Britain and Northern Ireland; United States of America; Yemen","All countries with importation events;  excluding Saudi;  Qatar;  UAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","0.54 - 1.09"
"53cf3d8a238487f98dde32f2da6344b5","daec2f09f859a2af6df86342a6a3c288",1904,"MERS-CoV","Overdispersion",0.14,0,"No units",NA,NA,"Unspecified",NA,NA,0.06,0.32,"95% CI",NA,NA,"Negative-Binomial",0.75,"Mean",TRUE,0.14,NA,TRUE,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,36,"Algeria; Austria; China; Egypt; France; Germany; Greece; Iran (Islamic Republic of); Italy; Jordan; Kuwait; Lebanon; Malaysia; Netherlands; Oman; Philippines; Republic of Korea; Thailand; Tunisia; TÃ¼rkiye; United Kingdom of Great Britain and Northern Ireland; United States of America; Yemen","All countries with importation events;  excluding Saudi;  Qatar;  UAE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Overdispersion",NA,"95% CI","0.06 - 0.32"
"53cf3d8a238487f98dde32f2da6344b5","d3de69e4239c1c0af88dd81804788600",1904,"MERS-CoV","Reproduction number (Basic R0)",0.81,0,"No units",NA,NA,"Unspecified",NA,NA,0.49,1.46,"95% CI",NA,NA,"Negative-Binomial",0.81,"Mean",TRUE,0.07,NA,TRUE,FALSE,"Unspecified",NA,"Branching process",NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,23,"Algeria; Austria; China; France; Germany; Greece; Italy; Malaysia; Netherlands; Philippines; Republic of Korea; Thailand; Tunisia; United Kingdom of Great Britain and Northern Ireland; United States of America","Subset of 15 countries. Table 1 says '23 countries';  error.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,"Human-human","Reproduction number",NA,"95% CI","0.49 - 1.46"
"53cf3d8a238487f98dde32f2da6344b5","f85f593d9d9302de5ba6e63d373f5ffd",1904,"MERS-CoV","Overdispersion",0.07,0,"No units",NA,NA,"Unspecified",NA,NA,0.02,0.21,"95% CI",NA,NA,"Negative-Binomial",0.81,"Mean",TRUE,0.07,NA,TRUE,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Unspecified","Unspecified",NA,NA,23,"Algeria; Austria; China; France; Germany; Greece; Italy; Malaysia; Netherlands; Philippines; Republic of Korea; Thailand; Tunisia; United Kingdom of Great Britain and Northern Ireland; United States of America","Subset of 15 countries. Table 1 says '23 countries';  error.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"Overdispersion",NA,"95% CI","0.02 - 0.21"
"8e872e884ef0550aa01eb9fa9df6a1c7","b8fe7bbcb10c868892c2a7bf05a55826",1925,"MERS-CoV","Secondary attack rate",23.1,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Household based","Other",NA,NA,26,"Saudi Arabia","Al-Ahssa",20,"4","2015","23","6","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Other transmission parameters",NA,NA,NA
"8e872e884ef0550aa01eb9fa9df6a1c7","c7053e58a1413cfd94d801f17f507093",1925,"MERS-CoV","Severity - case fatality rate (CFR)",40.4,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,21,52,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Mixed settings","Mixed groups",NA,NA,52,"Saudi Arabia","Al-Ahssa",20,"4","2015","23","6","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"8e872e884ef0550aa01eb9fa9df6a1c7","7d06958fbf75d4f60e8ab684715268bd",1925,"MERS-CoV","Severity - proportion of symptomatic cases",84.6,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,44,52,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Mixed settings","Mixed groups",NA,NA,52,"Saudi Arabia","Al-Ahssa",20,"4","2015","23","6","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"8e872e884ef0550aa01eb9fa9df6a1c7","e398d42564eebc89fe64172ebe5fa43e",1925,"MERS-CoV","Human delay - incubation period",6,0,"Days",NA,NA,"Median",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Mixed settings","Mixed groups",NA,NA,44,"Saudi Arabia","Al-Ahssa",20,"4","2015","23","6","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"8e872e884ef0550aa01eb9fa9df6a1c7","b163baad64d832aec172fb19990f68c9",1925,"MERS-CoV","Severity - proportion of asymptomatic cases",15.4,0,"Percentage (%)",NA,NA,"Unspecified",NA,NA,NA,NA,NA,8,52,NA,NA,NA,NA,NA,NA,NA,FALSE,"Unspecified","Naive",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Both","Mixed settings","Mixed groups",NA,NA,52,"Saudi Arabia","Al-Ahssa",20,"4","2015","23","6","2015",NA,NA,NA,NA,FALSE,FALSE,NA,"Severity",NA,NA,NA
"f95f807b8eab608b133d3ab61b0a672a","f5b209c006b786bf88bc1fa8be31b465",1933,"MERS-CoV","Human delay - symptom onset>admission to care",4.6,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Mid outbreak",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Persons under investigation",NA,NA,NA,"Jordan; Kuwait; Oman; Qatar; Saudi Arabia; United Arab Emirates; Yemen","Middle East",NA,"3","2012",NA,"9","2014",NA,NA,NA,NA,FALSE,FALSE,NA,"Human delay",NA,NA,NA
"f95f807b8eab608b133d3ab61b0a672a","76b3e116e23141e85f4bd72e555ade0d",1933,"MERS-CoV","Human delay - other human delay (go to section)",10.5,0,"Days",NA,NA,"Mean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"Unspecified",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"Unspecified","Hospital based","Persons under investigation",NA,NA,NA,"Jordan; Kuwait; Oman; Qatar; Saudi Arabia; United Arab Emirates; Yemen","Middle East",NA,"3","2012",NA,"9","2014",NA,NA,"Symptom onset","Notification to WHO",FALSE,FALSE,NA,"Human delay",NA,NA,NA
